org_name,Year,Month,Recetpts,Disposals
Department of Defence Finance,2018,4,838,515
Department of Defence Finance,2018,5,896,1152
Department of Defence Finance,2018,6,464,683
Department of Defence Finance,2018,7,803,714
Department of Defence Finance,2018,8,1082,714
Department of Defence Finance,2018,9,891,826
Department of Defence Finance,2018,10,1201,1120
Department of Defence Finance,2018,11,995,997
Department of Defence Finance,2018,12,1314,1337
Department of Defence Finance,2019,1,1845,2005
Department of Defence Finance,2019,2,891,984
Department of Defence Finance,2019,3,760,839
Department of Defence Finance,2019,4,904,898
Department of Defence Finance,2019,5,810,977
Department of Defence Finance,2019,6,1105,663
Department of Defence Finance,2019,7,1308,1288
Department of Defence Finance,2019,8,1209,1029
Department of Defence Finance,2019,9,1018,1028
Department of Defence Finance,2019,10,820,966
Department of Defence Finance,2019,11,16,13
Department of Defence Production,2016,1,115,33
Department of Defence Production,2016,2,169,107
Department of Defence Production,2016,3,334,325
Department of Defence Production,2016,4,252,165
Department of Defence Production,2016,5,195,228
Department of Defence Production,2016,6,230,243
Department of Defence Production,2016,7,168,235
Department of Defence Production,2016,8,125,159
Department of Defence Production,2016,9,157,127
Department of Defence Production,2016,10,228,138
Department of Defence Production,2016,11,1011,445
Department of Defence Production,2016,12,185,840
Department of Defence Production,2017,1,159,157
Department of Defence Production,2017,2,163,139
Department of Defence Production,2017,3,239,234
Department of Defence Production,2017,4,166,169
Department of Defence Production,2017,5,223,213
Department of Defence Production,2017,6,208,201
Department of Defence Production,2017,7,220,182
Department of Defence Production,2017,8,168,211
Department of Defence Production,2017,9,171,138
Department of Defence Production,2017,10,130,106
Department of Defence Production,2017,11,188,152
Department of Defence Production,2017,12,164,239
Department of Defence Production,2018,1,157,238
Department of Defence Production,2018,2,125,146
Department of Defence Production,2018,3,134,81
Department of Defence Production,2018,4,164,138
Department of Defence Production,2018,5,219,262
Department of Defence Production,2018,6,193,219
Department of Defence Production,2018,7,250,187
Department of Defence Production,2018,8,244,241
Department of Defence Production,2018,9,192,238
Department of Defence Production,2018,10,175,183
Department of Defence Production,2018,11,153,158
Department of Defence Production,2018,12,172,161
Department of Defence Production,2019,1,180,214
Department of Defence Production,2019,2,173,166
Department of Defence Production,2019,3,162,133
Department of Defence Production,2019,4,139,176
Department of Defence Production,2019,5,115,136
Department of Defence Production,2019,6,160,111
Department of Defence Production,2019,7,188,188
Department of Defence Production,2019,8,215,180
Department of Defence Production,2019,9,197,246
Department of Defence Production,2019,10,177,186
Department of Defence Production,2019,11,2,2
Department of Defence Research and Development,2016,1,33,26
Department of Defence Research and Development,2016,2,83,60
Department of Defence Research and Development,2016,3,68,74
Department of Defence Research and Development,2016,4,59,59
Department of Defence Research and Development,2016,5,40,46
Department of Defence Research and Development,2016,6,78,73
Department of Defence Research and Development,2016,7,61,60
Department of Defence Research and Development,2016,8,56,47
Department of Defence Research and Development,2016,9,52,58
Department of Defence Research and Development,2016,10,73,77
Department of Defence Research and Development,2016,11,51,50
Department of Defence Research and Development,2016,12,63,61
Department of Defence Research and Development,2017,1,50,55
Department of Defence Research and Development,2017,2,60,61
Department of Defence Research and Development,2017,3,95,91
Department of Defence Research and Development,2017,4,46,58
Department of Defence Research and Development,2017,5,80,51
Department of Defence Research and Development,2017,6,97,111
Department of Defence Research and Development,2017,7,96,109
Department of Defence Research and Development,2017,8,76,71
Department of Defence Research and Development,2017,9,56,50
Department of Defence Research and Development,2017,10,43,45
Department of Defence Research and Development,2017,11,53,58
Department of Defence Research and Development,2017,12,45,43
Department of Defence Research and Development,2018,1,44,48
Department of Defence Research and Development,2018,2,39,43
Department of Defence Research and Development,2018,3,44,47
Department of Defence Research and Development,2018,4,59,43
Department of Defence Research and Development,2018,5,90,100
Department of Defence Research and Development,2018,6,48,35
Department of Defence Research and Development,2018,7,68,44
Department of Defence Research and Development,2018,8,107,129
Department of Defence Research and Development,2018,9,69,87
Department of Defence Research and Development,2018,10,57,45
Department of Defence Research and Development,2018,11,61,56
Department of Defence Research and Development,2018,12,90,80
Department of Defence Research and Development,2019,1,65,76
Department of Defence Research and Development,2019,2,143,116
Department of Defence Research and Development,2019,3,134,128
Department of Defence Research and Development,2019,4,65,83
Department of Defence Research and Development,2019,5,56,65
Department of Defence Research and Development,2019,6,68,47
Department of Defence Research and Development,2019,7,48,65
Department of Defence Research and Development,2019,8,71,51
Department of Defence Research and Development,2019,9,97,99
Department of Defence Research and Development,2019,10,60,104
Department of Economic Affairs ACC Division,2016,1,241,59
Department of Economic Affairs ACC Division,2016,2,299,146
Department of Economic Affairs ACC Division,2016,3,314,185
Department of Economic Affairs ACC Division,2016,4,257,215
Department of Economic Affairs ACC Division,2016,5,206,329
Department of Economic Affairs ACC Division,2016,6,203,270
Department of Economic Affairs ACC Division,2016,7,164,169
Department of Economic Affairs ACC Division,2016,8,174,196
Department of Economic Affairs ACC Division,2016,9,176,165
Department of Economic Affairs ACC Division,2016,10,165,125
Department of Economic Affairs ACC Division,2016,11,1068,256
Department of Economic Affairs ACC Division,2016,12,2331,389
Department of Economic Affairs ACC Division,2017,1,1240,832
Department of Economic Affairs ACC Division,2017,2,983,509
Department of Economic Affairs ACC Division,2017,3,1403,1563
Department of Economic Affairs ACC Division,2017,4,291,910
Department of Economic Affairs ACC Division,2017,5,437,1909
Department of Economic Affairs ACC Division,2017,6,414,282
Department of Economic Affairs ACC Division,2017,7,516,588
Department of Economic Affairs ACC Division,2017,8,261,307
Department of Economic Affairs ACC Division,2017,9,243,443
Department of Economic Affairs ACC Division,2017,10,190,210
Department of Economic Affairs ACC Division,2017,11,301,270
Department of Economic Affairs ACC Division,2017,12,184,765
Department of Economic Affairs ACC Division,2018,1,234,548
Department of Economic Affairs ACC Division,2018,2,175,242
Department of Economic Affairs ACC Division,2018,3,144,214
Department of Economic Affairs ACC Division,2018,4,208,181
Department of Economic Affairs ACC Division,2018,5,294,338
Department of Economic Affairs ACC Division,2018,6,146,518
Department of Economic Affairs ACC Division,2018,7,208,184
Department of Economic Affairs ACC Division,2018,8,224,295
Department of Economic Affairs ACC Division,2018,9,187,164
Department of Economic Affairs ACC Division,2018,10,215,171
Department of Economic Affairs ACC Division,2018,11,184,243
Department of Economic Affairs ACC Division,2018,12,186,182
Department of Economic Affairs ACC Division,2019,1,233,164
Department of Economic Affairs ACC Division,2019,2,337,312
Department of Economic Affairs ACC Division,2019,3,239,299
Department of Economic Affairs ACC Division,2019,4,169,155
Department of Economic Affairs ACC Division,2019,5,180,125
Department of Economic Affairs ACC Division,2019,6,243,251
Department of Economic Affairs ACC Division,2019,7,214,224
Department of Economic Affairs ACC Division,2019,8,252,231
Department of Economic Affairs ACC Division,2019,9,228,278
Department of Economic Affairs ACC Division,2019,10,194,182
Department of Economic Affairs ACC Division,2019,11,7,17
Department of Empowerment of Persons with Disabilities,2016,1,200,136
Department of Empowerment of Persons with Disabilities,2016,2,214,218
Department of Empowerment of Persons with Disabilities,2016,3,215,189
Department of Empowerment of Persons with Disabilities,2016,4,217,218
Department of Empowerment of Persons with Disabilities,2016,5,194,234
Department of Empowerment of Persons with Disabilities,2016,6,445,250
Department of Empowerment of Persons with Disabilities,2016,7,229,384
Department of Empowerment of Persons with Disabilities,2016,8,239,199
Department of Empowerment of Persons with Disabilities,2016,9,197,216
Department of Empowerment of Persons with Disabilities,2016,10,170,126
Department of Empowerment of Persons with Disabilities,2016,11,140,164
Department of Empowerment of Persons with Disabilities,2016,12,230,140
Department of Empowerment of Persons with Disabilities,2017,1,176,260
Department of Empowerment of Persons with Disabilities,2017,2,128,143
Department of Empowerment of Persons with Disabilities,2017,3,184,114
Department of Empowerment of Persons with Disabilities,2017,4,145,193
Department of Empowerment of Persons with Disabilities,2017,5,213,217
Department of Empowerment of Persons with Disabilities,2017,6,243,266
Department of Empowerment of Persons with Disabilities,2017,7,595,169
Department of Empowerment of Persons with Disabilities,2017,8,274,276
Department of Empowerment of Persons with Disabilities,2017,9,313,405
Department of Empowerment of Persons with Disabilities,2017,10,142,84
Department of Empowerment of Persons with Disabilities,2017,11,151,100
Department of Empowerment of Persons with Disabilities,2017,12,167,479
Department of Empowerment of Persons with Disabilities,2018,1,147,274
Department of Empowerment of Persons with Disabilities,2018,2,121,68
Department of Empowerment of Persons with Disabilities,2018,3,171,166
Department of Empowerment of Persons with Disabilities,2018,4,168,71
Department of Empowerment of Persons with Disabilities,2018,5,270,351
Department of Empowerment of Persons with Disabilities,2018,6,140,248
Department of Empowerment of Persons with Disabilities,2018,7,186,175
Department of Empowerment of Persons with Disabilities,2018,8,194,123
Department of Empowerment of Persons with Disabilities,2018,9,167,164
Department of Empowerment of Persons with Disabilities,2018,10,152,149
Department of Empowerment of Persons with Disabilities,2018,11,144,136
Department of Empowerment of Persons with Disabilities,2018,12,142,115
Department of Empowerment of Persons with Disabilities,2019,1,219,248
Department of Empowerment of Persons with Disabilities,2019,2,183,155
Department of Empowerment of Persons with Disabilities,2019,3,198,121
Department of Empowerment of Persons with Disabilities,2019,4,120,104
Department of Empowerment of Persons with Disabilities,2019,5,170,311
Department of Empowerment of Persons with Disabilities,2019,6,211,197
Department of Empowerment of Persons with Disabilities,2019,7,228,220
Department of Empowerment of Persons with Disabilities,2019,8,196,255
Department of Empowerment of Persons with Disabilities,2019,9,258,184
Department of Empowerment of Persons with Disabilities,2019,10,160,260
Department of Empowerment of Persons with Disabilities,2019,11,6,4
Department of Ex Servicemen Welfare,2016,1,444,33
Department of Ex Servicemen Welfare,2016,2,524,499
Department of Ex Servicemen Welfare,2016,3,555,420
Department of Ex Servicemen Welfare,2016,4,529,584
Department of Ex Servicemen Welfare,2016,5,555,552
Department of Ex Servicemen Welfare,2016,6,696,567
Department of Ex Servicemen Welfare,2016,7,617,492
Department of Ex Servicemen Welfare,2016,8,478,605
Department of Ex Servicemen Welfare,2016,9,638,645
Department of Ex Servicemen Welfare,2016,10,586,423
Department of Ex Servicemen Welfare,2016,11,738,333
Department of Ex Servicemen Welfare,2016,12,522,532
Department of Ex Servicemen Welfare,2017,1,607,871
Department of Ex Servicemen Welfare,2017,2,638,772
Department of Ex Servicemen Welfare,2017,3,771,961
Department of Ex Servicemen Welfare,2017,4,673,505
Department of Ex Servicemen Welfare,2017,5,742,659
Department of Ex Servicemen Welfare,2017,6,799,621
Department of Ex Servicemen Welfare,2017,7,681,987
Department of Ex Servicemen Welfare,2017,8,490,701
Department of Ex Servicemen Welfare,2017,9,395,607
Department of Ex Servicemen Welfare,2017,10,350,290
